Battery_ID,Temperature,Voltage,Current,Internal_Resistance,Charge_Time,Discharge_Time,SOC,SOH,DOD,Ambient_Humidity,RUL
4,32.76,3.67,1.66,0.104,69,129,99.9,99.9,0.1,48.07,9990
4,36.05,3.4,1.08,0.136,70,127,99.89,99.89,0.11,38.72,9989
4,35.01,3.68,1.58,0.119,58,118,99.88,99.88,0.12,39.02,9988
4,29.93,3.5,1.47,0.086,67,126,99.87,99.87,0.13,55.97,9987
4,27.29,3.85,1.42,0.12,54,123,99.86,99.86,0.14,56.65,9986
4,31.3,3.55,1.71,0.073,70,110,99.85,99.85,0.15,33.84,9985
4,39.01,3.34,1.99,0.136,69,128,99.84,99.84,0.16,52.69,9984
4,30.32,3.61,1.26,0.053,70,112,99.83,99.83,0.17,44.3,9983
4,36.98,4.0,1.37,0.06,56,125,99.82,99.82,0.18,32.26,9982
4,21.0,3.26,1.19,0.063,52,122,99.81,99.81,0.19,49.89,9981
4,26.97,3.63,1.55,0.143,57,119,99.8,99.8,0.2,57.69,9980
4,33.74,3.7,1.09,0.076,57,123,99.79,99.79,0.21,41.08,9979
4,24.98,3.3,1.11,0.108,58,110,99.78,99.78,0.22,35.92,9978
4,39.79,3.81,1.92,0.061,50,118,99.77,99.77,0.23,33.87,9977
4,29.56,3.39,1.1,0.083,55,115,99.76,99.76,0.24,33.23,9976
4,25.1,3.62,1.6,0.082,62,119,99.75,99.75,0.25,33.74,9975
4,30.96,3.6,1.86,0.066,66,113,99.74,99.74,0.26,41.47,9974
4,27.98,3.06,1.87,0.061,63,126,99.73,99.73,0.27,56.52,9973
4,38.59,3.76,1.33,0.097,56,126,99.72,99.72,0.28,43.88,9972
4,20.96,3.18,1.7,0.079,57,115,99.71,99.71,0.29,58.93,9971
4,23.71,3.37,1.82,0.094,54,129,99.7,99.7,0.3,31.96,9970
4,20.12,3.88,1.74,0.143,56,130,99.69,99.69,0.31,35.18,9969
4,34.76,3.6,1.76,0.118,62,129,99.68,99.68,0.32,43.98,9968
4,32.41,3.61,1.17,0.121,66,124,99.67,99.67,0.33,30.65,9967
4,30.33,3.05,1.45,0.13,58,113,99.66,99.66,0.34,43.72,9966
4,25.11,3.14,1.08,0.1,60,112,99.65,99.65,0.35,47.26,9965
4,21.63,3.3,1.68,0.139,54,114,99.64,99.64,0.36,35.81,9964
4,32.73,3.72,1.24,0.09,53,110,99.63,99.63,0.37,36.91,9963
4,39.89,3.09,1.55,0.06,51,113,99.62,99.62,0.38,54.13,9962
4,36.36,3.44,1.06,0.066,54,120,99.61,99.61,0.39,56.13,9961
4,33.48,3.91,1.74,0.087,70,128,99.6,99.6,0.4,36.31,9960
4,25.44,4.05,1.05,0.065,56,110,99.59,99.59,0.41,31.28,9959
4,31.87,4.14,1.22,0.05,64,120,99.58,99.58,0.42,57.03,9958
4,29.56,3.32,1.43,0.072,67,126,99.57,99.57,0.43,54.71,9957
4,24.52,4.01,1.12,0.142,70,113,99.56,99.56,0.44,40.95,9956
4,22.37,3.82,1.73,0.138,58,119,99.55,99.55,0.45,50.63,9955
4,23.68,3.24,1.49,0.051,61,117,99.54,99.54,0.46,54.53,9954
4,22.83,3.26,1.23,0.066,69,125,99.53,99.53,0.47,53.65,9953
4,35.97,3.13,1.36,0.121,61,125,99.52,99.52,0.48,36.84,9952
4,38.51,3.98,1.74,0.133,60,123,99.51,99.51,0.49,42.66,9951
4,29.35,3.91,1.24,0.108,61,114,99.5,99.5,0.5,32.43,9950
4,33.4,3.66,1.58,0.063,66,121,99.49,99.49,0.51,39.61,9949
4,30.47,3.06,1.08,0.132,54,114,99.48,99.48,0.52,53.93,9948
4,32.87,3.64,1.12,0.063,50,112,99.47,99.47,0.53,38.57,9947
4,22.18,3.49,1.22,0.087,52,129,99.46,99.46,0.54,55.11,9946
4,32.26,4.12,1.18,0.065,64,117,99.45,99.45,0.55,44.04,9945
4,30.78,3.42,1.47,0.136,57,115,99.44,99.44,0.56,45.48,9944
4,24.13,3.78,1.08,0.055,66,124,99.43,99.43,0.57,30.06,9943
4,20.03,3.57,1.25,0.121,69,125,99.42,99.42,0.58,37.0,9942
4,29.31,4.01,1.68,0.078,61,119,99.41,99.41,0.59,31.63,9941
4,22.67,3.69,1.52,0.099,69,117,99.4,99.4,0.6,59.3,9940
4,25.52,3.15,1.95,0.068,60,125,99.39,99.39,0.61,33.67,9939
4,21.81,3.81,1.94,0.128,52,121,99.38,99.38,0.62,37.01,9938
4,33.19,3.77,1.01,0.068,59,126,99.37,99.37,0.63,53.08,9937
4,29.3,3.04,1.74,0.135,64,111,99.36,99.36,0.64,38.94,9936
4,32.25,3.52,1.39,0.111,55,119,99.35,99.35,0.65,53.17,9935
4,26.02,3.28,1.82,0.111,51,115,99.34,99.34,0.66,37.35,9934
4,37.0,3.43,1.48,0.077,54,115,99.33,99.33,0.67,41.52,9933
4,29.75,3.65,1.58,0.111,54,130,99.32,99.32,0.68,40.92,9932
4,37.26,3.39,1.29,0.081,56,116,99.31,99.31,0.69,30.51,9931
4,38.47,3.68,1.45,0.101,59,129,99.3,99.3,0.7,44.97,9930
4,27.95,3.91,1.0,0.1,70,120,99.29,99.29,0.71,45.62,9929
4,25.9,3.42,1.88,0.063,60,110,99.28,99.28,0.72,35.72,9928
4,24.03,4.03,1.41,0.1,67,122,99.27,99.27,0.73,55.74,9927
4,27.95,3.61,1.79,0.096,62,112,99.26,99.26,0.74,48.49,9926
4,39.23,3.25,1.18,0.117,70,129,99.25,99.25,0.75,54.92,9925
4,36.68,3.56,1.68,0.096,60,118,99.24,99.24,0.76,42.14,9924
4,25.87,4.03,1.72,0.125,69,120,99.23,99.23,0.77,40.79,9923
4,34.54,3.99,1.81,0.09,68,120,99.22,99.22,0.78,33.71,9922
4,32.98,3.82,1.24,0.103,50,126,99.21,99.21,0.79,35.7,9921
4,22.87,3.37,1.06,0.058,56,120,99.2,99.2,0.8,33.47,9920
4,30.84,4.18,1.4,0.128,64,124,99.19,99.19,0.81,44.5,9919
4,38.59,3.23,1.28,0.08,69,120,99.18,99.18,0.82,53.1,9918
4,28.68,4.14,1.26,0.147,56,130,99.17,99.17,0.83,46.99,9917
4,23.63,3.63,1.47,0.082,68,110,99.16,99.16,0.84,31.34,9916
4,34.8,3.58,1.67,0.069,55,112,99.15,99.15,0.85,30.95,9915
4,38.35,3.16,1.81,0.063,56,112,99.14,99.14,0.86,46.63,9914
4,36.98,3.17,1.85,0.099,64,112,99.13,99.13,0.87,38.75,9913
4,32.28,3.66,1.8,0.089,65,123,99.12,99.12,0.88,54.68,9912
4,21.33,3.22,1.38,0.137,69,122,99.11,99.11,0.89,32.77,9911
4,22.98,3.85,1.6,0.145,60,130,99.1,99.1,0.9,40.94,9910
4,35.35,3.65,1.32,0.118,54,116,99.09,99.09,0.91,51.37,9909
4,38.97,3.35,1.39,0.115,56,121,99.08,99.08,0.92,55.7,9908
4,26.99,3.52,1.5,0.128,52,121,99.07,99.07,0.93,56.84,9907
4,32.08,4.11,1.55,0.096,70,113,99.06,99.06,0.94,46.4,9906
4,29.29,4.03,1.14,0.129,50,116,99.05,99.05,0.95,46.54,9905
4,35.69,4.1,1.33,0.106,53,116,99.04,99.04,0.96,53.81,9904
4,24.92,3.95,1.12,0.087,67,111,99.03,99.03,0.97,41.13,9903
4,36.81,4.08,1.42,0.103,57,127,99.02,99.02,0.98,57.79,9902
4,20.85,3.99,1.16,0.118,57,113,99.01,99.01,0.99,53.43,9901
4,28.15,4.1,1.8,0.115,51,126,99.0,99.0,1.0,35.35,9900
4,26.34,3.11,1.97,0.132,54,125,98.99,98.99,1.01,56.67,9899
4,23.76,3.21,2.0,0.096,62,115,98.98,98.98,1.02,52.29,9898
4,22.18,3.3,1.24,0.063,50,125,98.97,98.97,1.03,33.81,9897
4,33.14,4.06,1.53,0.142,50,111,98.96,98.96,1.04,36.13,9896
4,34.77,3.21,1.88,0.116,70,118,98.95,98.95,1.05,45.45,9895
4,28.84,3.02,1.24,0.129,59,125,98.94,98.94,1.06,35.04,9894
4,23.16,3.17,1.47,0.134,64,124,98.93,98.93,1.07,31.78,9893
4,22.11,3.85,1.21,0.104,55,118,98.92,98.92,1.08,31.56,9892
4,29.17,4.06,1.89,0.123,51,129,98.91,98.91,1.09,57.26,9891
4,20.88,3.26,1.52,0.113,61,123,98.9,98.9,1.1,51.25,9890
4,39.22,3.93,1.33,0.059,57,114,98.89,98.89,1.11,46.43,9889
4,37.92,3.21,1.52,0.092,61,126,98.88,98.88,1.12,53.44,9888
4,22.12,4.16,1.77,0.079,69,129,98.87,98.87,1.13,30.8,9887
4,23.93,3.88,1.37,0.109,54,124,98.86,98.86,1.14,55.97,9886
4,30.95,3.92,1.77,0.098,55,116,98.85,98.85,1.15,31.46,9885
4,29.59,3.83,1.0,0.116,68,124,98.84,98.84,1.16,41.92,9884
4,32.83,3.95,1.54,0.15,51,111,98.83,98.83,1.17,50.99,9883
4,39.7,3.84,1.03,0.115,62,122,98.82,98.82,1.18,49.47,9882
4,38.51,4.16,1.88,0.11,61,126,98.81,98.81,1.19,51.04,9881
4,24.53,3.27,1.99,0.122,52,121,98.8,98.8,1.2,44.83,9880
4,29.02,3.51,1.68,0.145,60,120,98.79,98.79,1.21,40.45,9879
4,25.82,4.16,1.73,0.119,67,120,98.78,98.78,1.22,55.27,9878
4,28.66,3.37,1.4,0.109,53,128,98.77,98.77,1.23,54.66,9877
4,29.58,3.91,1.41,0.114,70,115,98.76,98.76,1.24,50.27,9876
4,26.93,3.92,1.45,0.147,61,125,98.75,98.75,1.25,31.84,9875
4,30.39,3.87,1.6,0.07,64,111,98.74,98.74,1.26,55.99,9874
4,25.39,3.79,1.38,0.127,63,113,98.73,98.73,1.27,30.37,9873
4,32.03,3.35,1.05,0.107,65,129,98.72,98.72,1.28,41.09,9872
4,22.38,4.16,1.98,0.086,64,111,98.71,98.71,1.29,39.53,9871
4,22.02,3.16,1.68,0.085,60,126,98.7,98.7,1.3,37.93,9870
4,39.63,3.79,1.74,0.069,62,128,98.69,98.69,1.31,35.3,9869
4,32.74,3.73,1.88,0.124,58,126,98.68,98.68,1.32,47.3,9868
4,31.67,3.76,1.05,0.115,70,118,98.67,98.67,1.33,47.81,9867
4,34.12,3.32,1.84,0.121,50,115,98.66,98.66,1.34,30.93,9866
4,22.44,3.61,1.31,0.119,63,124,98.65,98.65,1.35,40.11,9865
4,31.91,3.27,1.65,0.116,54,124,98.64,98.64,1.36,54.06,9864
4,28.82,3.74,1.61,0.145,60,113,98.63,98.63,1.37,40.28,9863
4,39.93,3.44,1.94,0.13,69,125,98.62,98.62,1.38,50.85,9862
4,33.82,3.31,1.61,0.116,69,127,98.61,98.61,1.39,34.22,9861
4,38.43,3.4,1.55,0.082,52,113,98.6,98.6,1.4,30.03,9860
4,27.14,3.24,1.13,0.082,63,125,98.59,98.59,1.41,31.77,9859
4,35.16,3.76,1.9,0.076,62,115,98.58,98.58,1.42,38.86,9858
4,39.71,3.36,1.82,0.129,52,130,98.57,98.57,1.43,59.99,9857
4,20.51,3.07,1.48,0.086,61,122,98.56,98.56,1.44,51.63,9856
4,32.03,3.99,1.03,0.058,56,113,98.55,98.55,1.45,58.64,9855
4,34.74,3.06,1.26,0.112,63,115,98.54,98.54,1.46,31.16,9854
4,28.25,3.17,1.19,0.064,63,117,98.53,98.53,1.47,33.89,9853
4,32.44,3.2,1.12,0.143,51,122,98.52,98.52,1.48,46.92,9852
4,32.25,3.21,1.82,0.076,66,116,98.51,98.51,1.49,31.17,9851
4,36.58,4.2,1.77,0.093,57,116,98.5,98.5,1.5,56.79,9850
4,34.96,3.31,1.42,0.128,68,111,98.49,98.49,1.51,57.31,9849
4,27.53,3.64,1.16,0.142,63,115,98.48,98.48,1.52,59.05,9848
4,39.03,3.89,1.43,0.121,57,125,98.47,98.47,1.53,33.72,9847
4,32.69,4.14,1.17,0.129,55,129,98.46,98.46,1.54,39.83,9846
4,28.5,3.26,1.17,0.111,50,122,98.45,98.45,1.55,33.21,9845
4,39.0,3.48,1.99,0.141,64,128,98.44,98.44,1.56,59.25,9844
4,35.3,3.49,1.31,0.109,56,125,98.43,98.43,1.57,49.78,9843
4,22.59,3.63,1.27,0.14,52,130,98.42,98.42,1.58,34.99,9842
4,38.39,3.52,1.17,0.129,57,112,98.41,98.41,1.59,41.66,9841
4,22.48,3.83,1.85,0.144,60,129,98.4,98.4,1.6,32.06,9840
4,30.32,4.02,1.87,0.087,58,124,98.39,98.39,1.61,33.8,9839
4,27.48,3.59,1.28,0.097,55,130,98.38,98.38,1.62,36.55,9838
4,36.14,3.22,1.18,0.134,69,126,98.37,98.37,1.63,46.52,9837
4,28.01,3.77,1.51,0.102,55,119,98.36,98.36,1.64,54.3,9836
4,27.43,3.53,1.53,0.06,58,119,98.35,98.35,1.65,54.93,9835
4,22.67,3.47,1.82,0.146,50,113,98.34,98.34,1.66,39.96,9834
4,30.53,3.29,1.89,0.148,50,112,98.33,98.33,1.67,43.64,9833
4,33.13,3.07,1.66,0.055,70,120,98.32,98.32,1.68,55.82,9832
4,27.15,3.1,1.91,0.05,57,129,98.31,98.31,1.69,35.79,9831
4,21.59,3.61,1.61,0.124,62,113,98.3,98.3,1.7,59.9,9830
4,39.25,3.16,1.02,0.102,60,121,98.29,98.29,1.71,41.1,9829
4,33.31,3.13,1.67,0.11,54,110,98.28,98.28,1.72,35.33,9828
4,29.07,3.35,1.44,0.144,70,116,98.27,98.27,1.73,54.05,9827
4,35.07,3.1,1.86,0.134,51,116,98.26,98.26,1.74,45.11,9826
4,35.21,3.54,1.25,0.083,66,129,98.25,98.25,1.75,41.59,9825
4,35.49,3.55,1.54,0.121,68,130,98.24,98.24,1.76,38.74,9824
4,39.91,3.83,1.33,0.099,52,113,98.23,98.23,1.77,41.66,9823
4,21.1,3.56,1.26,0.088,57,125,98.22,98.22,1.78,40.72,9822
4,38.99,3.16,1.37,0.122,53,115,98.21,98.21,1.79,41.22,9821
4,38.68,3.03,1.02,0.133,55,125,98.2,98.2,1.8,59.65,9820
4,29.49,3.13,1.81,0.073,57,111,98.19,98.19,1.81,49.8,9819
4,33.86,3.54,1.48,0.078,54,130,98.18,98.18,1.82,58.86,9818
4,23.82,4.04,1.77,0.068,64,118,98.17,98.17,1.83,52.38,9817
4,33.02,4.19,1.95,0.103,64,117,98.16,98.16,1.84,30.38,9816
4,29.2,4.19,1.63,0.066,52,125,98.15,98.15,1.85,33.62,9815
4,29.76,3.16,1.56,0.053,60,129,98.14,98.14,1.86,40.88,9814
4,33.67,3.09,1.96,0.062,67,130,98.13,98.13,1.87,38.35,9813
4,21.14,3.86,1.94,0.115,69,129,98.12,98.12,1.88,31.18,9812
4,30.11,4.15,1.31,0.083,56,129,98.11,98.11,1.89,53.41,9811
4,27.16,3.16,1.97,0.13,69,113,98.1,98.1,1.9,32.84,9810
4,22.61,4.07,1.83,0.062,62,127,98.09,98.09,1.91,30.93,9809
4,33.64,3.22,1.03,0.099,51,128,98.08,98.08,1.92,41.3,9808
4,29.11,4.07,1.72,0.068,57,130,98.07,98.07,1.93,56.2,9807
4,39.99,3.08,1.79,0.147,66,111,98.06,98.06,1.94,58.71,9806
4,30.71,3.73,1.09,0.054,68,126,98.05,98.05,1.95,51.9,9805
4,27.6,3.4,1.87,0.117,70,124,98.04,98.04,1.96,35.76,9804
4,27.41,3.35,1.74,0.133,69,123,98.03,98.03,1.97,35.94,9803
4,23.06,4.15,1.32,0.091,69,118,98.02,98.02,1.98,59.78,9802
4,33.56,3.92,1.6,0.085,59,120,98.01,98.01,1.99,42.23,9801
4,31.36,3.85,1.16,0.094,54,124,98.0,98.0,2.0,50.09,9800
4,30.25,3.29,1.39,0.08,56,129,97.99,97.99,2.01,42.7,9799
4,33.08,3.33,1.63,0.091,65,117,97.98,97.98,2.02,54.12,9798
4,26.81,4.06,1.66,0.141,68,113,97.97,97.97,2.03,58.44,9797
4,39.26,3.78,1.01,0.064,65,112,97.96,97.96,2.04,55.97,9796
4,34.28,3.53,1.73,0.056,66,120,97.95,97.95,2.05,54.35,9795
4,26.04,3.36,1.61,0.052,66,115,97.94,97.94,2.06,57.77,9794
4,37.57,3.26,1.76,0.147,50,125,97.93,97.93,2.07,43.78,9793
4,30.01,3.77,1.87,0.148,55,118,97.92,97.92,2.08,53.1,9792
4,26.8,3.3,1.77,0.13,67,127,97.91,97.91,2.09,53.17,9791
4,23.29,4.11,1.73,0.108,56,110,97.9,97.9,2.1,34.01,9790
4,28.14,3.15,1.43,0.078,56,125,97.89,97.89,2.11,47.81,9789
4,21.14,3.95,1.93,0.095,69,120,97.88,97.88,2.12,46.4,9788
4,30.41,3.42,1.39,0.095,63,129,97.87,97.87,2.13,55.96,9787
4,32.23,4.12,1.62,0.056,60,111,97.86,97.86,2.14,33.67,9786
4,34.62,3.23,1.62,0.145,51,117,97.85,97.85,2.15,52.74,9785
4,22.75,3.78,1.66,0.138,59,129,97.84,97.84,2.16,50.49,9784
4,32.38,4.12,1.75,0.064,50,110,97.83,97.83,2.17,56.08,9783
4,37.03,4.19,1.92,0.092,55,123,97.82,97.82,2.18,50.41,9782
4,39.73,3.24,1.24,0.078,69,125,97.81,97.81,2.19,45.56,9781
4,32.56,4.18,1.63,0.105,60,127,97.8,97.8,2.2,47.46,9780
4,36.61,3.49,1.92,0.058,65,127,97.79,97.79,2.21,37.83,9779
4,31.1,3.7,1.28,0.104,50,115,97.78,97.78,2.22,55.04,9778
4,25.01,3.2,1.79,0.109,61,115,97.77,97.77,2.23,30.11,9777
4,27.34,4.19,1.05,0.144,56,121,97.76,97.76,2.24,54.57,9776
4,20.69,4.0,1.74,0.059,62,125,97.75,97.75,2.25,35.88,9775
4,35.03,3.95,1.8,0.131,61,118,97.74,97.74,2.26,57.4,9774
4,29.8,3.92,1.25,0.128,50,118,97.73,97.73,2.27,48.31,9773
4,32.57,3.18,1.98,0.139,63,114,97.72,97.72,2.28,56.52,9772
4,22.41,3.17,1.95,0.11,63,130,97.71,97.71,2.29,52.11,9771
4,21.32,3.8,1.11,0.131,54,110,97.7,97.7,2.3,37.05,9770
4,28.59,4.15,1.67,0.124,52,124,97.69,97.69,2.31,32.35,9769
4,22.92,3.5,1.36,0.082,51,120,97.68,97.68,2.32,42.2,9768
4,20.51,3.01,1.12,0.139,54,110,97.67,97.67,2.33,57.8,9767
4,31.19,3.22,1.47,0.144,55,125,97.66,97.66,2.34,36.45,9766
4,21.44,3.96,1.57,0.124,66,130,97.65,97.65,2.35,30.21,9765
4,27.31,3.02,1.46,0.11,62,122,97.64,97.64,2.36,54.9,9764
4,31.35,3.77,1.18,0.13,58,115,97.63,97.63,2.37,52.22,9763
4,32.56,3.22,2.0,0.093,61,114,97.62,97.62,2.38,40.33,9762
4,39.58,3.37,1.06,0.141,55,126,97.61,97.61,2.39,47.25,9761
4,33.92,4.12,1.97,0.063,58,115,97.6,97.6,2.4,41.88,9760
4,25.44,3.79,1.72,0.136,64,119,97.59,97.59,2.41,52.27,9759
4,30.26,3.49,1.51,0.057,50,110,97.58,97.58,2.42,50.36,9758
4,32.75,3.54,1.58,0.103,67,124,97.57,97.57,2.43,30.86,9757
4,31.83,3.91,1.48,0.061,54,111,97.56,97.56,2.44,33.1,9756
4,24.69,3.28,1.22,0.052,60,125,97.55,97.55,2.45,35.42,9755
4,29.36,3.48,1.8,0.144,63,124,97.54,97.54,2.46,44.88,9754
4,28.84,3.48,1.61,0.141,56,126,97.53,97.53,2.47,52.26,9753
4,23.95,3.61,1.91,0.064,70,129,97.52,97.52,2.48,35.24,9752
4,31.75,3.5,1.73,0.14,62,127,97.51,97.51,2.49,42.96,9751
4,25.59,3.02,1.34,0.089,61,123,97.5,97.5,2.5,58.88,9750
4,25.38,3.48,1.12,0.107,54,124,97.49,97.49,2.51,35.17,9749
4,22.79,4.13,1.62,0.056,59,119,97.48,97.48,2.52,58.67,9748
4,32.36,3.36,1.07,0.072,54,114,97.47,97.47,2.53,30.7,9747
4,32.81,4.08,1.64,0.139,58,115,97.46,97.46,2.54,39.07,9746
4,37.12,3.23,1.22,0.102,61,129,97.45,97.45,2.55,32.2,9745
4,30.19,3.04,1.43,0.145,70,121,97.44,97.44,2.56,44.84,9744
4,32.78,3.23,1.2,0.053,70,119,97.43,97.43,2.57,44.83,9743
4,33.0,3.53,1.64,0.085,50,113,97.42,97.42,2.58,55.23,9742
4,27.68,3.03,1.09,0.14,54,124,97.41,97.41,2.59,30.42,9741
4,26.65,3.31,1.72,0.125,66,116,97.4,97.4,2.6,56.1,9740
4,34.74,3.32,1.63,0.133,61,125,97.39,97.39,2.61,44.27,9739
4,27.23,4.13,1.98,0.15,67,120,97.38,97.38,2.62,36.1,9738
4,38.12,3.23,1.23,0.138,59,119,97.37,97.37,2.63,47.73,9737
4,34.1,3.72,1.61,0.088,55,113,97.36,97.36,2.64,39.14,9736
4,22.31,3.6,1.71,0.074,52,130,97.35,97.35,2.65,43.81,9735
4,31.31,3.67,1.04,0.095,56,124,97.34,97.34,2.66,43.09,9734
4,22.18,3.58,1.73,0.083,59,110,97.33,97.33,2.67,55.66,9733
4,36.12,3.81,1.23,0.145,60,127,97.32,97.32,2.68,39.09,9732
4,35.48,3.09,1.51,0.093,68,130,97.31,97.31,2.69,34.78,9731
4,29.69,3.01,1.93,0.114,61,123,97.3,97.3,2.7,51.62,9730
4,37.78,3.12,1.47,0.144,60,120,97.29,97.29,2.71,37.6,9729
4,24.46,4.05,1.26,0.077,70,127,97.28,97.28,2.72,32.79,9728
4,20.49,4.16,1.92,0.074,52,127,97.27,97.27,2.73,44.44,9727
4,26.15,3.29,1.25,0.145,51,126,97.26,97.26,2.74,41.94,9726
4,33.98,3.42,1.05,0.083,69,130,97.25,97.25,2.75,45.34,9725
4,27.18,3.65,1.21,0.148,58,114,97.24,97.24,2.76,45.07,9724
4,25.12,3.53,1.26,0.088,57,130,97.23,97.23,2.77,37.38,9723
4,22.11,3.45,1.29,0.052,53,110,97.22,97.22,2.78,43.71,9722
4,22.45,3.76,1.47,0.084,51,110,97.21,97.21,2.79,51.79,9721
4,25.07,3.55,1.57,0.145,62,122,97.2,97.2,2.8,31.1,9720
4,39.54,3.5,1.57,0.116,58,113,97.19,97.19,2.81,54.99,9719
4,28.62,3.6,1.03,0.144,50,119,97.18,97.18,2.82,33.11,9718
4,20.11,3.35,1.29,0.139,60,118,97.17,97.17,2.83,33.33,9717
4,28.02,3.08,1.87,0.122,56,125,97.16,97.16,2.84,40.54,9716
4,30.56,4.2,1.82,0.078,52,127,97.15,97.15,2.85,48.99,9715
4,34.52,4.09,1.77,0.09,70,124,97.14,97.14,2.86,39.63,9714
4,22.93,3.31,1.82,0.098,58,112,97.13,97.13,2.87,38.49,9713
4,23.03,3.19,1.52,0.087,66,117,97.12,97.12,2.88,53.46,9712
4,33.19,3.43,1.44,0.069,68,123,97.11,97.11,2.89,49.24,9711
4,27.6,4.04,1.83,0.112,51,124,97.1,97.1,2.9,49.06,9710
4,32.16,3.17,1.79,0.076,61,121,97.09,97.09,2.91,59.06,9709
4,38.4,3.38,1.23,0.125,51,117,97.08,97.08,2.92,40.76,9708
4,36.51,4.06,1.44,0.11,54,128,97.07,97.07,2.93,55.85,9707
4,22.25,3.16,1.62,0.109,70,122,97.06,97.06,2.94,58.0,9706
4,21.05,3.59,1.87,0.051,50,129,97.05,97.05,2.95,34.35,9705
4,37.77,3.66,1.94,0.064,56,118,97.04,97.04,2.96,36.45,9704
4,33.78,3.69,1.64,0.062,66,123,97.03,97.03,2.97,39.23,9703
4,35.75,3.94,1.54,0.078,69,114,97.02,97.02,2.98,30.87,9702
4,26.61,4.04,1.46,0.121,70,123,97.01,97.01,2.99,48.99,9701
4,29.54,4.12,1.68,0.08,51,128,97.0,97.0,3.0,54.97,9700
4,35.07,3.84,1.66,0.07,61,116,96.99,96.99,3.01,51.03,9699
4,32.74,3.98,1.62,0.134,54,111,96.98,96.98,3.02,58.72,9698
4,29.74,3.37,1.83,0.055,53,118,96.97,96.97,3.03,37.49,9697
4,31.19,3.09,1.85,0.066,70,122,96.96,96.96,3.04,46.86,9696
4,37.73,3.39,1.2,0.075,55,115,96.95,96.95,3.05,58.19,9695
4,31.75,4.18,1.53,0.09,64,112,96.94,96.94,3.06,41.77,9694
4,27.9,3.02,1.57,0.12,64,116,96.93,96.93,3.07,54.53,9693
4,23.21,3.7,1.41,0.062,69,114,96.92,96.92,3.08,33.53,9692
4,24.28,3.4,1.12,0.071,52,114,96.91,96.91,3.09,57.94,9691
4,25.06,3.53,1.17,0.071,50,110,96.9,96.9,3.1,40.4,9690
4,36.69,3.44,1.3,0.142,69,113,96.89,96.89,3.11,43.93,9689
4,23.35,4.02,1.13,0.087,52,125,96.88,96.88,3.12,50.46,9688
4,39.18,3.97,1.88,0.104,56,116,96.87,96.87,3.13,43.89,9687
4,20.19,3.36,1.9,0.058,53,116,96.86,96.86,3.14,41.04,9686
4,35.65,3.05,1.58,0.055,51,117,96.85,96.85,3.15,46.08,9685
4,22.06,3.18,1.99,0.12,56,119,96.84,96.84,3.16,54.76,9684
4,31.3,3.35,1.29,0.109,69,121,96.83,96.83,3.17,50.98,9683
4,27.54,3.25,1.53,0.108,62,112,96.82,96.82,3.18,51.8,9682
4,34.64,3.2,1.51,0.135,57,111,96.81,96.81,3.19,30.25,9681
4,34.85,3.51,1.87,0.148,68,124,96.8,96.8,3.2,49.33,9680
4,24.85,3.92,1.89,0.085,57,121,96.79,96.79,3.21,57.41,9679
4,27.7,4.02,1.33,0.057,61,122,96.78,96.78,3.22,39.38,9678
4,22.25,3.62,1.91,0.132,60,130,96.77,96.77,3.23,39.17,9677
4,38.05,3.93,1.88,0.147,61,122,96.76,96.76,3.24,56.31,9676
4,27.58,3.95,1.65,0.05,57,113,96.75,96.75,3.25,43.07,9675
4,34.17,4.15,1.42,0.149,60,118,96.74,96.74,3.26,30.01,9674
4,33.5,4.18,1.8,0.066,70,111,96.73,96.73,3.27,49.57,9673
4,23.03,3.87,1.3,0.118,64,117,96.72,96.72,3.28,53.71,9672
4,31.99,3.71,1.53,0.062,59,111,96.71,96.71,3.29,42.18,9671
4,22.78,3.18,1.27,0.09,52,116,96.7,96.7,3.3,52.25,9670
4,32.36,3.18,1.88,0.131,65,115,96.69,96.69,3.31,42.2,9669
4,37.77,4.07,1.41,0.146,57,117,96.68,96.68,3.32,35.14,9668
4,38.68,4.18,1.92,0.112,59,112,96.67,96.67,3.33,55.59,9667
4,27.96,3.4,1.02,0.121,67,116,96.66,96.66,3.34,49.27,9666
4,38.27,3.6,1.13,0.052,61,115,96.65,96.65,3.35,45.77,9665
4,25.8,3.23,1.49,0.123,68,128,96.64,96.64,3.36,57.66,9664
4,29.89,3.16,1.53,0.11,61,121,96.63,96.63,3.37,35.02,9663
4,25.9,3.82,1.24,0.106,54,118,96.62,96.62,3.38,36.56,9662
4,30.51,3.12,1.37,0.087,62,119,96.61,96.61,3.39,58.42,9661
4,34.55,4.16,1.16,0.109,59,121,96.6,96.6,3.4,45.32,9660
4,30.36,3.11,1.97,0.061,63,117,96.59,96.59,3.41,30.29,9659
4,37.23,3.94,1.67,0.066,67,120,96.58,96.58,3.42,43.13,9658
4,29.01,3.97,1.12,0.094,64,118,96.57,96.57,3.43,52.91,9657
4,35.37,3.6,1.62,0.052,67,118,96.56,96.56,3.44,32.49,9656
4,34.23,3.2,1.86,0.074,69,115,96.55,96.55,3.45,30.42,9655
4,29.53,3.63,1.55,0.128,65,117,96.54,96.54,3.46,42.99,9654
4,27.79,4.02,1.48,0.077,53,122,96.53,96.53,3.47,56.54,9653
4,24.84,4.03,1.92,0.062,50,118,96.52,96.52,3.48,37.85,9652
